"Team","OPR","DPR","CCWM"
"frc6560","71.3686672502797","40.3890678475743","30.9795994027054"
"frc115","64.3454342178482","23.3684505522883","40.9769836655599"
"frc114","26.5588376841173","53.3165337672294","-26.7576960831121"
"frc359","33.5403904463094","34.0832762727636","-0.542885826454189"
"frc1388","36.6316288932041","42.9872720405806","-6.35564314737656"
"frc3309","29.4245852732304","51.1016237397521","-21.6770384665217"
"frc299","42.1321290439534","45.9012464320925","-3.76911738813909"
"frc867","44.2631266468589","27.3762274807284","16.8868991661305"
"frc1159","37.756301960393","48.952159372487","-11.195857412094"
"frc589","41.8331426808433","24.4118558963485","17.4212867844947"
"frc2465","28.2423851466904","31.3979713417256","-3.15558619503523"
"frc1138","42.4426384578603","35.9000423982797","6.54259605958059"
"frc2584","53.9563186717334","32.6810786923368","21.2752399793966"
"frc2429","41.9645172986687","47.3669697227899","-5.40245242412126"
"frc5818","36.3959960042851","44.6105268397757","-8.21453083549058"
"frc1661","-3.00267325091574","34.8612225174188","-37.8638957683345"
"frc7415","23.5832392732811","41.2995007431097","-17.7162614698286"
"frc6934","31.421364942807","43.1690947308042","-11.7477297879971"
"frc3501","16.1368906946421","29.0886346268303","-12.9517439321882"
"frc3257","26.4378143812064","17.8160914313565","8.62172294984989"
"frc580","7.59463291932728","16.4381593843616","-8.84352646503432"
"frc4","38.7265663527671","29.4445913847425","9.28197496802456"
"frc5089","23.029513565806","28.83608782852","-5.80657426271395"
"frc4414","72.6488952339226","13.2202363563292","59.4286588775934"
"frc696","28.4298545232227","46.6116641068574","-18.1818095836346"
"frc5869","14.3932724921152","54.8356763186096","-40.4424038264944"
"frc5285","4.26530005562257","35.2118835778163","-30.9465835221938"
"frc207","20.9317729695598","52.9245918072132","-31.9928188376534"
"frc973","113.505508404267","41.8740331956497","71.6314752086172"
"frc1678","84.4459589684484","41.0611706816422","43.3847882868062"
"frc3328","16.6606056371764","34.8908318448142","-18.2302262076378"
"frc5012","-0.360928519265429","24.095185319039","-24.4561138383045"
"frc6814","46.2096144935723","53.3544202784895","-7.1448057849172"
"frc691","13.2506520721536","44.6160894191226","-31.365437346969"
"frc7137","10.9562148661813","44.8340131255275","-33.8777982593462"
"frc8060","10.1774532999754","40.2520975476414","-30.074644247666"
"frc2102","62.4887980461616","49.8202505226882","12.6685475234734"
"frc3863","14.5758810938603","58.0602919823926","-43.4844108885324"
"frc4711","5.84452831107238","16.3838969352113","-10.539368624139"
"frc4481","63.3181476650247","46.6498788012318","16.6682688637928"
"frc2659","63.4489802104275","29.0300274864675","34.41895272396"
"frc8129","2.43018954725108","26.1249903127928","-23.6948007655417"
"frc1153","45.1688549091548","27.2095438386828","17.959311070472"
"frc6328","58.0127665367317","28.8274653060151","29.1853012307167"
"frc3555","29.1006709436282","42.0594503932933","-12.9587794496651"
"frc190","30.7493202038252","44.8322572953542","-14.082937091529"
"frc2590","39.2976432771324","26.8442299128869","12.4534133642455"
"frc5112","39.5247030936766","40.368901876197","-0.844198782520408"
"frc1740","49.4765708776487","25.1222014278923","24.3543694497564"
"frc166","48.9023362998582","28.3094918367503","20.5928444631078"
"frc2262","37.8649413795758","42.587505733609","-4.72256435403326"
"frc5347","19.5474500562892","35.9545687140281","-16.4071186577389"
"frc157","22.6413089782988","25.8144619532468","-3.17315297494801"
"frc2877","36.177871943576","26.1764639659368","10.0014079776392"
"frc2067","48.2476949908685","27.4140483493506","20.8336466415179"
"frc1991","34.9345857184161","33.0485254689378","1.88606024947826"
"frc2064","20.907013537278","35.3000471735455","-14.3930336362675"
"frc3623","5.9151856878836","18.6713252591821","-12.7561395712985"
"frc181","32.7367343371189","26.2032697079618","6.53346462915711"
"frc6723","49.5418480717865","15.0398134762545","34.502034595532"
"frc7760","12.6698691518938","30.9152960309493","-18.2454268790556"
"frc3182","16.0102809743868","39.8812019762708","-23.8709210018841"
"frc7153","12.8609026639121","27.6414870567937","-14.7805843928816"
"frc78","43.0240809629469","36.4657732451147","6.55830771783222"
"frc316","44.5830139957555","31.1778549152124","13.4051590805431"
"frc1350","10.5807416606861","35.1898386722591","-24.609097011573"
"frc5746","31.3422112283223","46.6714783760708","-15.3292671477484"
"frc4987","33.6848973546874","28.6085666797429","5.07633067494443"
"frc61","43.9648916959466","30.6217046913024","13.3431870046442"
"frc1027","12.03019237113","24.6308336303241","-12.6006412591941"
"frc1100","14.7950963211765","34.5873173881467","-19.7922210669702"
"frc2370","47.8587899844807","34.6519481142366","13.2068418702442"
"frc8013","16.8598818618934","22.661369119442","-5.80148725754854"
"frc5491","24.0243429530412","39.764271322412","-15.7399283693708"
"frc348","14.8885509272749","23.7646139725401","-8.87606304526527"
"frc2170","50.8097098192078","34.6825898940963","16.1271199251115"
"frc173","15.4708159273822","21.9962523090146","-6.52543638163242"
"frc6811","-3.05543425463854","47.5424823595955","-50.597916614234"
"frc1735","27.5051688943615","17.4793387499034","10.0258301444581"
"frc3719","7.5528429150273","30.2583907706654","-22.7055478556381"
"frc1746","51.6687606057182","33.9373989783322","17.731361627386"
"frc4189","41.4413488327392","23.7701823078153","17.671166524924"
"frc5651","27.2545459412127","28.1602854456146","-0.905739504401911"
"frc3196","26.1180794633284","19.92004560096","6.19803386236844"
"frc6139","18.3848300365258","21.7297853166403","-3.34495528011455"
"frc1648","15.5401046444028","25.3736947496781","-9.83359010527527"
"frc1225","35.6941847046669","29.554429756801","6.13975494786583"
"frc4509","24.6008344177478","31.4116906289274","-6.81085621117959"
"frc1414","15.120758846418","9.25964994298421","5.86110890343378"
"frc5132","18.0351009355571","22.1540474285561","-4.11894649299899"
"frc3344","35.4262573530522","18.7430675955902","16.6831897574619"
"frc1683","23.3562313472346","35.870306152185","-12.5140748049505"
"frc5727","24.3896195958251","36.823439735321","-12.4338201394959"
"frc4701","24.1311456373298","8.68809346507225","15.4430521722575"
"frc832","16.2291936732744","33.1637418286005","-16.9345481553261"
"frc5293","9.35076188326518","12.2713850479178","-2.92062316465262"
"frc5109","20.1572048955173","39.6223949729137","-19.4651900773964"
"frc6910","12.0903625784093","17.0224293035539","-4.93206672514451"
"frc5608","0.361653662814237","15.3367979749617","-14.9751443121475"
"frc6887","7.76117977957561","2.65885532629413","5.10232445328148"
"frc7427","4.70331118769471","23.7698214705903","-19.0665102828956"
"frc7104","40.4080231612066","22.2214253117465","18.1865978494601"
"frc1795","-3.63047990844155","16.7195165031957","-20.3499964116373"
"frc8083","47.6304353670911","38.742795230083","8.88764013700815"
"frc1261","51.3564024657376","21.5059169767306","29.850485489007"
"frc3494","36.3098567389299","27.7668662742455","8.54299046468439"
"frc4468","-3.92163981583772","19.2801095109377","-23.2017493267754"
"frc6829","10.3449300473356","43.3374734646668","-32.9925434173312"
"frc4188","62.3396889285628","22.6100104232877","39.7296785052751"
"frc4749","9.60196303142917","22.3958453316973","-12.7938823002681"
"frc7060","-3.80358498932632","20.1804746719917","-23.984059661318"
"frc6932","0.0294726120362514","25.0147099456132","-24.985237333577"
"frc6919","56.1259411579237","21.6019361605862","34.5240049973375"
"frc7538","6.41320186969232","17.8593601659265","-11.4461582962342"
"frc1574","28.4082560226252","43.0230175447111","-14.6147615220858"
"frc1577","53.8262766717831","20.3594372391251","33.4668394326579"
"frc7112","23.1607397028354","26.531633279794","-3.37089357695861"
"frc5038","18.3792717787581","34.9263179815943","-16.5470462028362"
"frc7177","34.2679334225906","29.6062607408001","4.66167268179047"
"frc1937","19.88193961381","34.2137911838796","-14.3318515700696"
"frc8223","23.5063159264898","31.0096438883655","-7.50332796187568"
"frc2230","26.8903538902685","8.92057286683458","17.9697810234339"
"frc6736","27.391520820715","32.4868595070822","-5.09533868636729"
"frc5715","31.9041357316656","41.60869244952","-9.70455671785437"
"frc2212","26.1880115306073","18.8936654747148","7.29434605589247"
"frc3034","20.0515833402297","41.551955638094","-21.5003722978643"
"frc4590","28.7259274745669","31.5913761447962","-2.86544867022936"
"frc3083","27.1793196329811","24.2045557812631","2.97476385171797"
"frc1943","22.0592878035508","29.466111715333","-7.40682391178221"
"frc8333","3.87105331982899","33.6858789185838","-29.8148255987548"
"frc1580","17.4858356715242","13.5736619888982","3.91217368262602"
"frc2096","67.8692537516355","30.4504330689752","37.4188206826603"
"frc6740","2.37451250045079","35.5490895217683","-33.1745770213175"
"frc5747","15.1530869674031","1.80916921693701","13.3439177504661"
"frc6738","8.9159427003723","38.7459023012916","-29.8299596009193"
"frc7845","21.3741925072047","21.6901540030164","-0.315961495811734"
"frc4586","34.0686503961896","34.4912026806723","-0.422552284482734"
"frc4319","7.7283420610286","26.0914197180096","-18.363077656981"
"frc7079","21.2591481843679","19.0490488102704","2.21009937409744"
"frc7554","7.31373534458183","6.58477983985578","0.728955504726051"
"frc5990","53.3945440829026","23.4665873006242","29.9279567822785"
"frc6230","24.1686773194575","19.8230628017967","4.34561451766086"
"frc5135","12.0496365037471","21.5123365216951","-9.462700017948"
"frc5554","45.5763666435894","28.2379422695261","17.3384243740633"
"frc4661","30.0866014336817","38.3638519904451","-8.27725055676341"
"frc3211","35.9164508709387","25.8188419272907","10.097608943648"
"frc3388","36.1927898132947","30.6628959485817","5.52989386471305"
"frc8175","48.2436532979832","37.4714193791244","10.7722339188588"
"frc4338","44.3934953635273","37.1078675323728","7.28562783115451"
"frc3065","38.0264102229211","40.3409402067372","-2.31452998381606"
"frc4744","21.5790382875153","50.2083591757733","-28.6293208882579"
"frc5614","36.5358790854752","50.297399333632","-13.7615202481568"
"frc7039","57.7636580388301","49.3773852197936","8.38627281903656"
"frc6104","42.6744600388779","49.5489588504312","-6.87449881155334"
"frc5951","34.8780774441581","31.8562142015255","3.02186324263263"
"frc5635","44.6317898312817","36.1919694113952","8.43982041988646"
"frc2679","3.44854008449994","37.2036633670404","-33.7551232825405"
"frc1954","14.0241980804475","49.1940894129548","-35.1698913325073"
"frc3835","2.17877018726913","22.5457519887089","-20.3669818014398"
"frc2630","41.8021829906912","28.6889601677328","13.1132228229584"
"frc4320","-1.67430695693286","24.0209091397193","-25.6952160966521"
"frc1690","101.708335045028","25.1452196201174","76.5631154249108"
"frc7067","51.8020912274554","23.4974792104691","28.3046120169864"
"frc6168","23.8966901550476","45.9240285052927","-22.0273383502452"
"frc3075","46.8005413109936","63.4129297010326","-16.612388390039"
"frc3339","76.8645833504274","34.1547108391241","42.7098725113033"
"frc3316","8.93129490028031","20.8713878877247","-11.9400929874443"
"frc8340","4.86015113973807","42.0570684760761","-37.196917336338"
"frc6049","29.9637320315141","28.7231561977037","1.24057583381039"
"frc1657","33.043273886804","24.9201266070565","8.12314727974752"
"frc5654","14.6904026423381","27.5492521234211","-12.8588494810829"
"frc4416","13.9795613224442","44.4644863931676","-30.4849250707235"
"frc5987","41.7912609065621","19.6519311916068","22.1393297149553"
"frc2231","38.0772317490608","33.8370964402773","4.24013530878347"
"frc3535","40.6105193266557","39.2669409889409","1.34357833771485"
"frc5084","54.4816513652396","39.8938012439765","14.5878501212631"
"frc5238","39.234488422596","32.7362658743656","6.49822254823042"
"frc245","20.8663047675377","41.3121828583651","-20.4458780908274"
"frc2145","35.2534758136547","38.8984177935036","-3.64494197984893"
"frc6081","33.6002643662274","29.9373301516027","3.66293421462478"
"frc5561","39.7889414583104","19.3706378463438","20.4183036119666"
"frc5260","49.8411679583601","29.9325554359966","19.9086125223635"
"frc7784","8.89016877729116","58.114031632242","-49.2238628549508"
"frc5697","36.4550049299357","29.353937494733","7.10106743520272"
"frc3542","40.8028137652463","27.1403654284322","13.6624483368141"
"frc494","25.6275634018982","36.4052900205884","-10.7777266186902"
"frc7491","33.2205440421232","24.9035667994889","8.31697724263436"
"frc5641","21.7999872737709","22.7715600117209","-0.971572737949987"
"frc5612","28.9830030914939","28.886613171602","0.0963899198919016"
"frc6548","22.7031988843284","10.2484432703654","12.454755613963"
"frc7894","3.91700938272916","34.4576055848283","-30.5405962020991"
"frc2337","75.0975533381923","21.8517814684038","53.2457718697886"
"frc6091","20.6566712881394","24.9658919039295","-4.30922061579003"
"frc8368","22.3981853091913","38.3467707163562","-15.948585407165"
"frc1322","2.30253986486265","35.9407067451094","-33.6381668802468"
"frc5067","24.3834878671182","34.6934689206804","-10.3099810535622"
"frc5215","22.0263138419677","28.0340281516258","-6.00771430965813"
"frc5527","19.142833100962","24.5128839062855","-5.37005080532351"
"frc7056","43.2037317035866","28.3242540604299","14.8794776431567"
"frc6610","22.6145411557139","37.2198924417584","-14.6053512860445"
"frc27","61.7352234160503","42.4465164256046","19.2887069904457"
"frc4998","20.419554731456","15.0298717212638","5.38968301019224"
"frc3568","18.5223804910636","22.7150746392562","-4.19269414819258"
"frc3322","69.2611173633347","26.3528993901097","42.908217973225"
"frc8385","14.4968601195571","7.92728503158975","6.56957508796737"
"frc4994","43.5642023168527","43.4069360895514","0.157266227301299"
"frc5509","10.3845473003485","25.337868851465","-14.9533215511165"
"frc5150","9.12908361691555","27.2125708285627","-18.0834872116472"
"frc1506","45.9812359160895","40.9863493987268","4.99488651736268"
"frc5538","20.5481913559285","48.5576461988196","-28.009454842891"
"frc6102","14.0582217910818","8.833962041546","5.22425974953582"
"frc5713","7.99112408498637","29.6638355354464","-21.6727114504601"
"frc7166","9.08198061474303","22.9952942887638","-13.9133136740207"
"frc6093","18.038176619134","25.5879153236184","-7.54973870448437"
"frc1718","60.5061070672549","27.5329773995656","32.9731296676893"
"frc5436","61.7794693230551","29.7766327968656","32.0028365261895"
"frc8380","21.9654562315513","40.4859883644189","-18.5205321328676"
"frc302","23.3391473758964","38.3253423926278","-14.9861950167315"
"frc4827","35.8753181789335","54.0000265996371","-18.1247084207036"
"frc4680","35.4662736211774","26.6412076971659","8.82506592401148"
"frc6077","37.462534716502","27.6329284554584","9.82960626104357"
"frc3875","44.6869594122718","31.4386319653757","13.248327446896"
"frc7197","25.0899845113587","47.4909304119672","-22.4009459006085"
"frc217","18.5008027991573","34.0471999694783","-15.546397170321"
"frc4961","43.7896448694919","28.100756251022","15.68888861847"
"frc5843","29.7381064641714","33.0019472372821","-3.26384077311077"
"frc772","37.6650540113846","41.2133972870351","-3.54834327565046"
"frc2834","47.7915266507455","26.5788279068498","21.2126987438956"
"frc135","26.736420393193","37.2335343309197","-10.4971139377266"
"frc6567","15.444241424391","28.2630372123449","-12.8187957879539"
"frc7788","-5.94981206584293","37.2295991892807","-43.1794112551237"
"frc7789","13.2982864419982","34.9846816140855","-21.6863951720873"
"frc6190","18.4486744908263","27.5145767452957","-9.06590225446941"
"frc910","26.050751473082","35.4404668890294","-9.38971541594736"
"frc8398","8.98740012129652","58.8592459705084","-49.8718458492118"
"frc5555","13.5891678167167","19.4650789342618","-5.87591111754507"
"frc5502","37.9402248599573","31.5733049121563","6.366919947801"
"frc7762","31.7382829047045","38.00080709291","-6.26252418820551"
"frc5424","47.2160729664301","38.0479590393218","9.16811392710831"
"frc5114","64.2729619882079","24.9694541429359","39.303507845272"
"frc7188","17.9121016203454","16.1582234432763","1.75387817706909"
"frc5860","19.15738836044","13.3733726670875","5.78401569335253"
"frc1188","55.6339322046155","10.9731358131848","44.6607963914307"
"frc3539","53.6964653786504","32.8133273198514","20.883138058799"
"frc3641","64.2561599618357","47.7795603416325","16.4765996202033"
"frc6033","25.2744579431794","10.5515711886017","14.7228867545777"
"frc7226","23.5856707551758","51.7112521372654","-28.1255813820896"
"frc3302","2.52374911985061","29.8661713985849","-27.3424222787343"
"frc5066","30.7993294874556","24.1514621126211","6.64786737483455"
"frc7196","15.7216397463797","38.1494660187341","-22.4278262723544"
"frc6616","12.9716522702577","15.586551650497","-2.61489938023929"
"frc3175","20.9914697378797","34.7801473633841","-13.7886776255045"
"frc548","67.0176137401926","31.4332426783246","35.584371061868"
"frc1481","47.823993188896","26.1019970391247","21.7219961497712"
"frc2591","14.39050241095","28.4559263995502","-14.0654239886002"
"frc5498","14.2839973825111","35.1834713963317","-20.8994740138206"
"frc4758","21.789343007288","41.0975750386525","-19.3082320313645"
"frc94","16.9693633367912","22.35726248713","-5.3878991503387"
"frc240","36.001805291509","21.2141632614947","14.7876420300143"
"frc6013","26.5985648704628","13.4584902596424","13.1400746108205"
"frc3096","25.6339036856331","24.7997597129013","0.834143972731745"
"frc5090","13.9302996913823","22.6358396966994","-8.70554000531707"
"frc5577","14.1805056464217","9.0971026310802","5.08340301534146"
"frc8179","23.4395974598161","36.6923729730234","-13.2527755132073"
"frc6120","29.1112095585835","26.5174240768144","2.59378548176917"
"frc835","10.4015946230495","5.29701972341364","5.10457489963586"
"frc5214","14.8084425877486","41.2981109155414","-26.4896683277928"
"frc3538","70.8026789476602","29.0084987082827","41.7941802393775"
"frc5756","12.9175493575873","18.9965225031561","-6.07897314556884"
"frc4840","12.7360060125833","28.9917538765962","-16.2557478640129"
"frc5197","-0.547650266537509","26.4807010666945","-27.028351333232"
"frc7232","19.634750051333","33.3146170256186","-13.6798669742856"
"frc7145","3.1594407897001","26.9873361942058","-23.8278954045057"
"frc5531","16.7401029107971","33.1936983592985","-16.4535954485014"
"frc7191","23.2934638596644","7.701121777252","15.5923420824124"
"frc5532","16.0060135990269","16.7272350459558","-0.721221446928869"
"frc8280","11.640829421811","28.9096414651529","-17.2688120433419"
"frc33","54.3547731764127","29.514455825389","24.8403173510237"
"frc6742","38.6387143347879","14.5857606002834","24.0529537345045"
"frc573","38.052035292983","29.0503007073596","9.00173458562335"
"frc247","15.0637413377917","31.8227643978146","-16.759023060023"
"frc4768","20.350296981796","25.9911905661703","-5.64089358437423"
"frc7856","12.5802870707754","27.1974437660544","-14.617156695279"
"frc7716","-3.80148374230328","20.0208749665143","-23.8223587088176"
"frc4130","80.2250788511562","27.5799724976934","52.6451063534628"
"frc4854","15.1126521745507","15.4592580216171","-0.346605847066447"
"frc7865","8.2445208224691","49.2201174552852","-40.9755966328161"
"frc7692","18.014197664412","11.8596737257439","6.15452393866812"
"frc5695","23.2722607437704","33.3960244059457","-10.1237636621753"
"frc3414","37.4300927571015","52.3816707708434","-14.9515780137418"
"frc7160","49.0028707478783","27.0600910564844","21.942779691394"
"frc6087","56.9019668789594","29.2436444235483","27.658322455411"
"frc5504","18.5817948184502","17.0965911484501","1.48520367000009"
"frc3767","34.0476298732812","43.2623387916182","-9.214708918337"
"frc4983","21.8741670379493","30.0445987345385","-8.17043169658923"
"frc1596","32.7254803195377","44.8567189855963","-12.1312386660586"
"frc7244","44.8914704663979","51.7559084833138","-6.86443801691588"
"frc6121","37.1221279151313","24.0191723044816","13.1029556106497"
"frc5560","38.9992367244303","30.383318439282","8.61591828514826"
"frc8400","24.071616208854","21.1156309982911","2.95598521056297"
"frc7208","16.0785717879476","13.4123833305651","2.66618845738251"
"frc7602","26.5327785996886","35.104653065735","-8.57187446604635"
"frc6097","43.3900727929932","27.6685382564572","15.7215345365361"
"frc1711","40.5303180161652","15.6935690280109","24.8367489881543"
"frc3618","26.4096743924562","31.2770168480762","-4.86734245562001"
"frc5562","1.63329902771787","61.2830067950978","-59.64970776738"
"frc5525","1.21605776299936","25.3064606268498","-24.0904028638505"
"frc3357","57.0681308774767","13.0834321819696","43.9846986955071"
"frc6122","23.8228695615016","40.9917580598522","-17.1688884983506"
"frc4376","14.1323220737797","27.5871418035366","-13.4548197297568"
"frc4377","45.4314493885817","24.8575028398787","20.573946548703"
"frc6599","17.3498335362896","35.9227075865437","-18.5728740502541"
"frc3688","52.8074421080568","35.5525635105127","17.2548785975441"
